Airport name,DST,IATA,ICAO,Location served,Time
Benjamín Rivera Noriega Airport,,CPX,TJCP,"Culebra, Puerto Rico, United States",UTC−04:00
Canarana Airport,Oct-Feb,CQA,,"Canarana, Mato Grosso, Brazil",UTC−04:00
Shahrekord Airport,Mar-Sep,CQD,OIFS,"Shahrekord, Iran",UTC+03:30
Calais–Dunkerque Airport,Mar-Oct,CQF,LFAC,"Calais / Dunkirk, Nord-Pas-de-Calais, France",UTC+01:00
Ciudad Real Central Airport,Mar-Oct,CQM,LERL,"Ciudad Real, Castilla-La Mancha, Spain",UTC+01:00
Cape Flattery Airport,,CQP,,"Cape Flattery, Queensland, Australia",UTC+10:00
Costa Marques Airport,,CQS,SWCQ,"Costa Marques, Rondônia, Brazil",UTC−04:00
Caquetania Airport,,CQT,,"Caquetania, Colombia",UTC−05:00
Craiova International Airport,Mar-Oct,CRA,LRCV,"Craiova, Romania",UTC+02:00
Collarenebri Airport,Oct-Apr,CRB,YCBR,"Collarenebri, New South Wales, Australia",UTC+10:00
Santa Ana Airport,,CRC,SKGO,"Cartago, Colombia",UTC−05:00
General Enrique Mosconi International Airport,,CRD,SAVC,"Comodoro Rivadavia, Chubut, Argentina",UTC−03:00
Grand Strand Airport,Mar-Nov,CRE,KCRE,"North Myrtle Beach, South Carolina, United States",UTC−05:00
Carnot Airport,,CRF,FEFC,"Carnot, Central African Republic",UTC+01:00
Jacksonville Executive at Craig Airport,Mar-Nov,CRG,KCRG,"Jacksonville, Florida, United States",UTC−05:00
Cherrabah Airport,,CRH,,"Cherrabah, Queensland, Australia",UTC+10:00
Colonel Hill Airport (Crooked Island Airport),Mar-Nov,CRI,MYCI,"Colonel Hill, Crooked Island, Bahamas",UTC−05:00
Coorabie Airport,Oct-Apr,CRJ,,"Coorabie, South Australia, Australia",UTC+09:30
Clark International Airport,,CRK,RPLC,"Clark Special Economic Zone, Philippines",UTC+08:00
Brussels South Charleroi Airport,Mar-Oct,CRL,EBCI,"Charleroi, Belgium",UTC+01:00
Catarman National Airport,,CRM,RPVF,"Catarman, Philippines",UTC+08:00
Corcoran Airport,Mar-Nov,CRO,KCRO,"Corcoran, California, United States",UTC−08:00
Corpus Christi International Airport,Mar-Nov,CRP,KCRP,"Corpus Christi, Texas, United States",UTC−06:00
Caravelas Airport,,CRQ,SBCV,"Caravelas, Bahia, Brazil",UTC−03:00
Ceres Airport,,CRR,SANW,"Ceres, Santa Fe, Argentina",UTC−03:00
C. David Campbell Field (Corsicana Municipal Airport),Mar-Nov,CRS,KCRS,"Corsicana, Texas, United States",UTC−06:00
Z. M. Jack Stell Field,Mar-Nov,CRT,KCRT,"Crossett, Arkansas, United States",UTC−06:00
Lauriston Airport (Carriacou Island Airport),,CRU,,"Carriacou, Grenada",UTC−04:00
Crotone Airport (Sant'Anna Airport),Mar-Oct,CRV,LIBC,"Crotone, Calabria, Italy",UTC+01:00
Yeager Airport,Mar-Nov,CRW,KCRW,"Charleston, West Virginia, United States",UTC−05:00
Roscoe Turner Airport,Mar-Nov,CRX,KCRX,"Corinth, Mississippi, United States",UTC−06:00
Carlton Hill Airport,,CRY,,"Carlton Hill Station, Western Australia, Australia",UTC+08:00
Turkmenabat Airport,,CRZ,UTAV,"Türkmenabat, Turkmenistan",UTC+05:00
Colonsay Airport,Mar-Oct,CSA,,"Colonsay, Scotland, United Kingdom",UTC±00:00
Caransebeș Airport,Mar-Oct,CSB,LRCS,"Caransebeș, Romania",UTC+02:00
Cañas Mojica Airport,,CSC,MRMJ[2],"Cañas, Costa Rica",UTC−06:00
Cresswell Downs Airport,,CSD,,"Cresswell Downs, Northern Territory, Australia",UTC+09:30
Buckhorn Ranch Airport (FAA: 0CO2),Mar-Nov,CSE,,"Crested Butte, Colorado, United States",UTC−07:00
Creil Air Base,Mar-Oct,CSF,LFPC,"Creil, Picardy, France",UTC+01:00
Columbus Airport,Mar-Nov,CSG,KCSG,"Columbus, Georgia, United States",UTC−05:00
Solovki Airport,,CSH,ULAS,"Solovetsky Islands, Arkhangelsk Oblast, Russia",UTC+03:00
Casino Airport,Oct-Apr,CSI,YCAS,"Casino, New South Wales, Australia",UTC+10:00
Cap Skirring Airport,,CSK,GOGS,"Cap Skirring, Senegal",UTC±00:00
Clinton-Sherman Airport,Mar-Nov,CSM,KCSM,"Clinton, Oklahoma, United States",UTC−06:00
Carson Airport (FAA: CXP),Mar-Nov,CSN,KCXP,"Carson City, Nevada, United States",UTC−08:00
Magdeburg–Cochstedt Airport,Mar-Oct,CSO,EDBC,"Magdeburg, Saxony-Anhalt, Germany",UTC+01:00
Creston Municipal Airport,Mar-Nov,CSQ,KCSQ,"Creston, Iowa, United States",UTC−06:00
Casuarito Airport,,CSR,,"Casuarito, Colombia",UTC−05:00
Cassilândia Airport,Oct-Feb,CSS,SSCL,"Cassilândia, Mato Grosso do Sul, Brazil",UTC−04:00
Castaway Island Seaplane Base,Nov-Jan,CST,NFCS,"Castaway Island, Mamanuca Islands, Fiji",UTC+12:00
Santa Cruz do Sul Airport[1],Oct-Feb,CSU,,"Santa Cruz do Sul, Rio Grande do Sul, Brazil",UTC−03:00
Crossville Memorial-Whitson Field,Mar-Nov,CSV,KCSV,"Crossville, Tennessee, United States",UTC−06:00
Changsha Huanghua International Airport,,CSX,ZGHA,"Changsha, Hunan, China",UTC+08:00
Cheboksary Airport,,CSY,UWKS,"Cheboksary, Chuvashia, Russia",UTC+03:00
Brigadier Hector Eduardo Ruiz Airport,,CSZ,SAZC,"Coronel Suárez, Buenos Aires, Argentina",UTC−03:00
Catania–Fontanarossa Airport,Mar-Oct,CTA,LICC,"Catania, Sicily, Italy",UTC+01:00
Cut Bank Municipal Airport,Mar-Nov,CTB,KCTB,"Cut Bank, Montana, United States",UTC−07:00
Coronel Felipe Varela International Airport,,CTC,SANC,"Catamarca, Catamarca, Argentina",UTC−03:00
Chitré Alonso Valderrama Airport,,CTD,MPCE,"Chitré, Panama",UTC−05:00
Cartí Airport,,CTE,,"Cartí, Panama",UTC−05:00
Coatepeque Airport,,CTF,MGCT,"Coatepeque, Guatemala",UTC−06:00
Rafael Núñez International Airport,,CTG,SKCG,"Cartagena, Colombia",UTC−05:00
Chester County G. O. Carlson Airport (FAA: MQS),Mar-Nov,CTH,KMQS,"Coatesville, Pennsylvania, United States",UTC−05:00
Cuito Cuanavale Airport,,CTI,FNCV,"Cuito Cuanavale, Angola",UTC+01:00
Canton Municipal Airport (FAA: 7G9),Mar-Nov,CTK,,"Canton, South Dakota, United States",UTC−06:00
Charleville Airport,,CTL,YBCV,"Charleville, Queensland, Australia",UTC+10:00
Chetumal International Airport,,CTM,MMCM,"Chetumal, Quintana Roo, Mexico",UTC−05:00
Cooktown Airport,,CTN,YCKN,"Cooktown, Queensland, Australia",UTC+10:00
Calverton Executive Airpark (FAA: 3C8),Mar-Nov,CTO,,"Calverton, New York, United States",UTC−05:00
Carutapera Airport,,CTP,SNCP,"Carutapera, Maranhão, Brazil",UTC−03:00
Do Palmar Airport,Oct-Feb,CTQ,SSVP,"Santa Vitória, Rio Grande do Sul, Brazil",UTC−03:00
Cattle Creek Airport,,CTR,,"Cattle Creek, Northern Territory, Australia",UTC+09:30
New Chitose Airport,,CTS,RJCC,"Sapporo, Hokkaido, Japan",UTC+09:00
Le Castellet Airport,Mar-Oct,CTT,LFMQ,"Le Castellet, Provence-Alpes-Côte d'Azur, France",UTC+01:00
Chengdu Shuangliu International Airport,,CTU,ZUUU,"Chengdu, Sichuan, China",UTC+08:00
Cottonwood Airport (FAA: P52),,CTW,,"Cottonwood, Arizona, United States",UTC−07:00
"Cortland County Airport (Chase Field, FAA: N03)",Mar-Nov,CTX,,"Cortland, New York, United States",UTC−05:00
Cross City Airport,Mar-Nov,CTY,KCTY,"Cross City, Florida, United States",UTC−05:00
Clinton–Sampson County Airport,Mar-Nov,CTZ,KCTZ,"Clinton, North Carolina, United States",UTC−05:00
Ciudad Constitución Airport,Apr-Oct,CUA,,"Ciudad Constitución, Baja California Sur, Mexico",UTC−07:00
Jim Hamilton–L.B. Owens Airport,Mar-Nov,CUB,KCUB,"Columbia, South Carolina, United States",UTC−05:00
Camilo Daza International Airport,,CUC,SKCC,"Cúcuta, Colombia",UTC−05:00
Caloundra Airport,,CUD,YCDR,"Caloundra, Queensland, Australia",UTC+10:00
Mariscal Lamar International Airport,,CUE,SECU,"Cuenca, Ecuador",UTC−05:00
Cuneo International Airport,Mar-Oct,CUF,LIMZ,"Cuneo, Piedmont, Italy",UTC+01:00
Cudal Airport,Oct-Apr,CUG,YCUA,"Cudal, New South Wales, Australia",UTC+10:00
Cushing Municipal Airport,Mar-Nov,CUH,KCUH,"Cushing, Oklahoma, United States",UTC−06:00
Curillo Airport,,CUI,,"Curillo, Colombia",UTC−05:00
Culion Airport,,CUJ,,"Culion, Philippines",UTC+08:00
Caye Caulker Airport,,CUK,,"Caye Caulker, Belize",UTC−06:00
Bachigualato Federal International Airport,Apr-Oct,CUL,MMCL,"Culiacán, Sinaloa, Mexico",UTC−07:00
Antonio José de Sucre Airport,,CUM,SVCU,"Cumaná, Venezuela",UTC−04:00
Cancún International Airport,,CUN,MMUN,"Cancún, Quintana Roo, Mexico",UTC−05:00
Caruru Airport,,CUO,SKCR,"Caruru, Colombia",UTC−05:00
General José Francisco Bermúdez Airport,,CUP,SVCP,"Carúpano, Venezuela",UTC−04:00
Coen Airport,,CUQ,YCOE,"Coen, Queensland, Australia",UTC+10:00
Curaçao International Airport (Hato Int'l Airport),,CUR,TNCC,"Willemstad, Curaçao",UTC−04:00
Columbus Municipal Airport (FAA: 0NM0),Mar-Nov,CUS,,"Columbus, New Mexico, United States",UTC−07:00
Cutral Có Airport,,CUT,SAZW,"Cutral Có, Neuquén, Argentina",UTC−03:00
General Roberto Fierro Villalobos International Airport,Apr-Oct,CUU,MMCU,"Chihuahua, Chihuahua, Mexico",UTC−07:00
Casigua El Cubo Airport,,CUV,SVCG,"Casigua El Cubo, Venezuela",UTC−04:00
Cuddihy Field (FAA: 07TE),Mar-Nov,CUX,,"Corpus Christi, Texas, United States",UTC−06:00
Cue Airport,,CUY,YCUE,"Cue, Western Australia, Australia",UTC+08:00
Alejandro Velasco Astete International Airport,,CUZ,SPZO,"Cusco, Peru",UTC−05:00
Chungrebu Airport,,CVB,AYCB,"Chungrebu, Papua New Guinea",UTC+10:00
Cleve Airport,Oct-Apr,CVC,YCEE,"Cleve, South Australia, Australia",UTC+09:30
Coveñas Airport,,CVE,SKCV,"Coveñas, Colombia",UTC−05:00
Courchevel Altiport,Mar-Oct,CVF,LFLJ,"Courchevel, Rhône-Alpes, France",UTC+01:00
Cincinnati/Northern Kentucky International Airport,Mar-Nov,CVG,KCVG,"Hebron (near Cincinnati/OH), Kentucky, United States",UTC−05:00
Caviahue Airport,,CVH,,"Caviahue, Neuquén, Argentina",UTC−03:00
Caleta Olivia Airport,,CVI,,"Caleta Olivia, Santa Cruz, Argentina",UTC−03:00
General Mariano Matamoros Airport,Apr-Oct,CVJ,MMCB,"Cuernavaca, Morelos, Mexico",UTC−06:00
Cape Vogel Airport,,CVL,,"Cape Vogel, Papua New Guinea",UTC+10:00
General Pedro J. Méndez International Airport,Apr-Oct,CVM,MMCV,"Ciudad Victoria, Tamaulipas, Mexico",UTC−06:00
Clovis Municipal Airport,Mar-Nov,CVN,KCVN,"Clovis, New Mexico, United States",UTC−07:00
Corvallis Municipal Airport,Mar-Nov,CVO,KCVO,"Corvallis, Oregon, United States",UTC−08:00
Carnarvon Airport,,CVQ,YCAR,"Carnarvon, Western Australia, Australia",UTC+08:00
Cannon Air Force Base,Mar-Nov,CVS,KCVS,"Clovis, New Mexico, United States",UTC−07:00
Coventry Airport,Mar-Oct,CVT,EGBE,"Coventry, England, United Kingdom",UTC±00:00
Corvo Airport,Mar-Oct,CVU,LPCR,"Corvo Island, Azores, Portugal",UTC−01:00
Central Wisconsin Airport,Mar-Nov,CWA,KCWA,"Wausau, Wisconsin, United States",UTC−06:00
Afonso Pena International Airport,Oct-Feb,CWB,SBCT,"Curitiba, Paraná, Brazil",UTC−03:00
Chernivtsi International Airport,Mar-Oct,CWC,UKLN,"Chernivtsi, Ukraine",UTC+02:00
Chennault International Airport,Mar-Nov,CWF,KCWF,"Lake Charles, Louisiana, United States",UTC−06:00
Clinton Municipal Airport,Mar-Nov,CWI,KCWI,"Clinton, Iowa, United States",UTC−06:00
Cardiff Airport,Mar-Oct,CWL,EGFF,"Cardiff, Wales, United Kingdom",UTC±00:00
Cowarie Airport,Oct-Apr,CWR,YCWI,"Cowarie, South Australia, Australia",UTC+09:30
Center Island Airport (FAA: 78WA),Mar-Nov,CWS,,"Center Island, Washington, United States",UTC−08:00
Cowra Airport,Oct-Apr,CWT,YCWR,"Cowra, New South Wales, Australia",UTC+10:00
Corowa Airport,Oct-Apr,CWW,YCOR,"Corowa, New South Wales, Australia",UTC+10:00
Cochise County Airport[1] (FAA: P33),,CWX,,"Willcox, Arizona, United States",UTC−07:00
Caicara del Orinoco Airport,,CXA,SVCD,"Caicara del Orinoco, Venezuela",UTC−04:00
Cox's Bazar Airport,,CXB,VGCB,"Cox's Bazar, Bangladesh",UTC+06:00
Chitina Airport,Mar-Nov,CXC,,"Chitina, Alaska, United States",UTC−09:00
Coldfoot Airport,Mar-Nov,CXF,PACX,"Coldfoot, Alaska, United States",UTC−09:00
Vancouver Harbour Flight Centre (Coal Harbour Seaplane Base),Mar-Nov,CXH,CYHC,"Vancouver, British Columbia, Canada",UTC−08:00
Cassidy International Airport,,CXI,PLCH,"Christmas Island, Kiribati",UTC+14:00
Caxias do Sul Airport (Hugo Cantergiani Regional Airport),Oct-Feb,CXJ,SBCX,"Caxias do Sul, Rio Grande do Sul, Brazil",UTC−03:00
Calexico International Airport,Mar-Nov,CXL,KCXL,"Calexico, California, United States",UTC−08:00
Candala Airport,,CXN,HCMC,"Candala, Somalia",UTC+03:00
Lone Star Executive Airport,Mar-Nov,CXO,KCXO,"Houston, Texas, United States",UTC−06:00
Tunggul Wulung Airport,,CXP,WIHL,"Cilacap, Indonesia",UTC+07:00
Christmas Creek Airport,,CXQ,YCRK,"Christmas Creek Station, Western Australia, Australia",UTC+08:00
Cam Ranh International Airport,,CXR,VVCR,"Cam Ranh, Vietnam",UTC+07:00
Charters Towers Airport,,CXT,YCHT,"Charters Towers, Queensland, Australia",UTC+10:00
Cat Cay Airport,Mar-Nov,CXY,MYCC,"Cat Cays, Bimini, Bahamas",UTC−05:00
Antoine-Simon Airport,Mar-Nov,CYA,MTCA,"Les Cayes, Haiti",UTC−05:00
Charles Kirkconnell International Airport,,CYB,MWCB,"Cayman Brac, British Overseas Territory of Cayman Islands",UTC−05:00
Caye Chapel Airport,,CYC,,"Caye Chapel, Belize",UTC−06:00
San Ignacio Town Airstrip[1],,CYD,,"San Ignacio, Belize",UTC−06:00
Chefornak Airport (FAA: CFK),Mar-Nov,CYF,PACK,"Chefornak, Alaska, United States",UTC−09:00
Corryong Airport,Oct-Apr,CYG,YCRG,"Corryong, Victoria, Australia",UTC+10:00
Chiayi Airport,,CYI,RCKU,"Chiayi, Taiwan",UTC+08:00
Coyoles Airport,,CYL,MHCS[3],"Coyoles, Honduras",UTC−06:00
Chatham Seaplane Base,Mar-Nov,CYM,,"Chatham, Alaska, United States",UTC−09:00
Vilo Acuña Airport,Mar-Nov,CYO,MUCL,"Cayo Largo del Sur, Cuba",UTC−05:00
Calbayog Airport,,CYP,RPVC,"Calbayog, Philippines",UTC+08:00
Colonia Airport (Laguna de los Patos Intn'l Airport),,CYR,SUCA,"Colonia del Sacramento, Uruguay",UTC−03:00
Cheyenne Regional Airport (Jerry Olson Field),Mar-Nov,CYS,KCYS,"Cheyenne, Wyoming, United States",UTC−07:00
Yakataga Airport,Mar-Nov,CYT,PACY,"Yakataga, Alaska, United States",UTC−09:00
Cuyo Airport,,CYU,RPLO,"Cuyo, Philippines",UTC+08:00
Captain Rogelio Castillo National Airport,Apr-Oct,CYW,MMCY,"Celaya, Guanajuato, Mexico",UTC−06:00
Chersky Airport,,CYX,UESS,"Chersky, Yakutia, Russia",UTC+11:00
Cauayan Airport,,CYZ,RPUY,"Cauayan, Philippines",UTC+08:00
Chichen Itza International Airport,Apr-Oct,CZA,MMCT,"Chichen Itza, Yucatán, Mexico",UTC−06:00
Carlos Ruhl Airport,Oct-Feb,CZB,,"Cruz Alta, Rio Grande do Sul, Brazil",UTC−03:00
Copper Center 2 Airport (FAA: Z93),Mar-Nov,CZC,,"Copper Center, Alaska, United States",UTC−09:00
José Leonardo Chirino Airport,,CZE,SVCR,"Coro, Venezuela",UTC−04:00
Cape Romanzof LRRS Airport,Mar-Nov,CZF,PACZ,"Cape Romanzof, Alaska, United States",UTC−09:00
Corozal Airport,,CZH,,"Corozal, Belize",UTC−06:00
Corazón de Jesús Airport,,CZJ,,"Corazón de Jesús, Panama",UTC−05:00
Cascade Locks State Airport,Mar-Nov,CZK,KCZK,"Cascade Locks, Oregon, United States",UTC−08:00
Mohamed Boudiaf International Airport,,CZL,DABC,"Constantine, Algeria",UTC+01:00
Cozumel International Airport,,CZM,MMCZ,"Cozumel, Quintana Roo, Mexico",UTC−05:00
Chisana Airport,Mar-Nov,CZN,,"Chisana, Alaska, United States",UTC−09:00
Chistochina Airport,Mar-Nov,CZO,,"Chistochina, Alaska, United States",UTC−09:00
Cape Pole Seaplane Base (FAA: Z71),Mar-Nov,CZP,,"Cape Pole, Alaska, United States",UTC−09:00
Cruzeiro do Sul International Airport,,CZS,SBCZ,"Cruzeiro do Sul, Acre, Brazil",UTC−05:00
Dimmit County Airport,Mar-Nov,CZT,KCZT,"Carrizo Springs, Texas, United States",UTC−06:00
Las Brujas Airport,,CZU,SKCZ,"Corozal, Colombia",UTC−05:00
Częstochowa-Rudniki Airport,Mar-Oct,CZW,EPCH,"Częstochowa, Poland",UTC+01:00
Changzhou Benniu Airport,,CZX,ZSCG,"Changzhou, Jiangsu, China",UTC+08:00
Cluny Airport,,CZY,YUNY,"Cluny, Queensland, Australia",UTC+10:00
Davison Army Airfield,Mar-Nov,DAA,KDAA,"Fort Belvoir, Virginia, United States",UTC−05:00
Daytona Beach International Airport,Mar-Nov,DAB,KDAB,"Daytona Beach, Florida, United States",UTC−05:00
Shahjalal International Airport,,DAC,VGHS,"Dhaka, Bangladesh",UTC+06:00
Da Nang International Airport,,DAD,VVDN,"Da Nang, Vietnam",UTC+07:00
Daup Airport,,DAF,,"Daup, Papua New Guinea",UTC+10:00
Barstow-Daggett Airport,Mar-Nov,DAG,KDAG,"Daggett, California, United States",UTC−08:00
Dathina Airport,,DAH,,"Dathina, Yemen",UTC+03:00
Dakhla Oasis Airport,,DAK,HEDK,"Dakhla Oasis, Egypt",UTC+02:00
Dallas Love Field,Mar-Nov,DAL,KDAL,"Dallas, Texas, United States",UTC−06:00
Damascus International Airport,Mar-Oct,DAM,OSDI,"Damascus, Syria",UTC+02:00
Danville Regional Airport,Mar-Nov,DAN,KDAN,"Danville, Virginia, United States",UTC−05:00
Dabo Airport[1],,DAO,,"Dabo, Papua New Guinea",UTC+10:00
Darchula Airport,,DAP,VNDL,"Darchula, Nepal",UTC+05:45
Julius Nyerere International Airport,,DAR,HTDA,"Dar es Salaam, Tanzania",UTC+03:00
Great Bear Lake Airport[1] (TC: CFF4),Mar-Nov,DAS,,"Great Bear Lake, Northwest Territories, Canada",UTC−08:00
Datong Yungang Airport,,DAT,ZBDT,"Datong, Shanxi, China",UTC+08:00
Daru Airport,,DAU,AYDU,"Daru, Papua New Guinea",UTC+10:00
Enrique Malek International Airport,,DAV,MPDA,"David, Panama",UTC−05:00
Dazhou Heshi Airport,,DAX,ZUDX,"Dazhou, Sichuan, China",UTC+08:00
Dayton International Airport,Mar-Nov,DAY,KDAY,"Dayton, Ohio, United States",UTC−05:00
Darwaz Airport,,DAZ,OADZ,"Darwaz, Afghanistan",UTC+04:30
Dalbandin Airport,,DBA,OPDB,"Dalbandin, Pakistan",UTC+05:00
Al Alamain International Airport[1],,DBB,HEAL[2],"El Alamein, Egypt",UTC+02:00
Baicheng Chang'an Airport[1],,DBC,,"Baicheng, Jilin, China",UTC+08:00
Dhanbad Airport,,DBD,VEDB,"Dhanbad, Jharkhand, India",UTC+05:30
Dutch Bay Seaplane Base[1],,DBK,,"Kalpitiya, Sri Lanka",UTC+05:30
Debre Marqos Airport,,DBM,HADM,"Debre Marqos, Ethiopia",UTC+03:00
W. H. 'Bud' Barron Airport,Mar-Nov,DBN,KDBN,"Dublin, Georgia, United States",UTC−05:00
Dubbo City Regional Airport,Oct-Apr,DBO,YSDU,"Dubbo, New South Wales, Australia",UTC+10:00
Debepare Airport,,DBP,AYDB,"Debepare, Papua New Guinea",UTC+10:00
Dubuque Regional Airport,Mar-Nov,DBQ,KDBQ,"Dubuque, Iowa, United States",UTC−06:00
Dubois Municipal Airport (FAA: U41),Mar-Nov,DBS,,"Dubois, Idaho, United States",UTC−07:00
Debre Tabor Airport,,DBT,HADT,"Debre Tabor, Ethiopia",UTC+03:00
Dambulu Oya Tank Seaplane Base[1],,DBU,,"Dambulla, Sri Lanka",UTC+05:30
Dubrovnik Airport,Mar-Oct,DBV,LDDU,"Dubrovnik, Croatia",UTC+01:00
Dalby Airport,,DBY,YDAY,"Dalby, Queensland, Australia",UTC+10:00
Ronald Reagan Washington National Airport,Mar-Nov,DCA,KDCA,"Arlington County (near Washington, D.C.), Virginia, United States",UTC−05:00
Canefield Airport,,DCF,TDCF,"Canefield, Dominica",UTC−04:00
Dubai Creek Seaplane Base[1],,DCG,,"Dubai, United Arab Emirates",UTC+04:00
Decimomannu Air Base,Mar-Oct,DCI,LIED,"Decimomannu, Sardinia, Italy",UTC+01:00
Dahl Creek Airport,Mar-Nov,DCK,,"Dahl Creek, Alaska, United States",UTC−09:00
Castres–Mazamet Airport,Mar-Oct,DCM,LFCK,"Castres, Midi-Pyrénées, France",UTC+01:00
RAAF Base Curtin[1],,DCN,YCIN,"Derby, Western Australia, Australia",UTC+08:00
Duncan Town Airport,Mar-Nov,DCT,MYRD,"Duncan Town, Ragged Island, Bahamas",UTC−05:00
Pryor Field Regional Airport,Mar-Nov,DCU,KDCU,"Decatur, Alabama, United States",UTC−06:00
Daocheng Yading Airport,,DCY,ZUDC,"Daocheng, Sichuan, China",UTC+08:00
Dodge City Regional Airport,Mar-Nov,DDC,KDDC,"Dodge City, Kansas, United States",UTC−06:00
Dandong Langtou Airport,,DDG,ZYDD,"Dandong, Liaoning, China",UTC+08:00
Dodoima Airport,,DDM,,"Dodoima, Papua New Guinea",UTC+10:00
Delta Downs Airport,,DDN,YDLT,"Delta Downs, Queensland, Australia",UTC+10:00
Dadu Airport,,DDU,OPDD,"Dadu, Pakistan",UTC+05:00
Dera Ghazi Khan International Airport,,DEA,OPDG,"Dera Ghazi Khan, Pakistan",UTC+05:00
Debrecen International Airport,Mar-Oct,DEB,LHDC,"Debrecen, Hungary",UTC+01:00
Decatur Airport,Mar-Nov,DEC,KDEC,"Decatur, Illinois, United States",UTC−06:00
Jolly Grant Airport,,DED,VIDN,"Dehradun, Uttarakhand, India",UTC+05:30
Yuzhno-Kurilsk Mendeleyevo Airport[1],,DEE,UHSM,"Yuzhno-Kurilsk, Sakhalin Oblast, Russia",UTC+11:00
Dezful Airport,Mar-Sep,DEF,OIAD,"Dezful, Iran",UTC+03:30
Decorah Municipal Airport,Mar-Nov,DEH,KDEH,"Decorah, Iowa, United States",UTC−06:00
Denis Island Airport,,DEI,FSSD,"Denis Island, Seychelles",UTC+04:00
Indira Gandhi International Airport,,DEL,VIDP,"Delhi, India",UTC+05:30
Dembidolo Airport,,DEM,HADD,"Dembidolo, Ethiopia",UTC+03:00
Denver International Airport,Mar-Nov,DEN,KDEN,"Denver, Colorado, United States",UTC−07:00
Daporijo Airport,,DEP,VEDZ,"Daporijo, Arunachal Pradesh, India",UTC+05:30
Derim Airport,,DER,AYDE,"Derim, Papua New Guinea",UTC+10:00
Desroches Airport,,DES,FSDR,"Desroches Island, Seychelles",UTC+04:00
Coleman A. Young International Airport,Mar-Nov,DET,KDET,"Detroit, Michigan, United States",UTC−05:00
Nop Goliath Airport[1],,DEX,,"Yahukimo, Indonesia",UTC+09:00
Deir ez-Zor Airport,Mar-Oct,DEZ,OSDZ,"Deir ez-Zor, Syria",UTC+02:00
Defiance Memorial Airport,Mar-Nov,DFI,KDFI,"Defiance, Ohio, United States",UTC−05:00
Drumduff Airport,,DFP,,"Drumduff, Queensland, Australia",UTC+10:00
Dallas/Fort Worth International Airport,Mar-Nov,DFW,KDFW,"Dallas / Fort Worth, Texas, United States",UTC−06:00
Dangriga Airport,,DGA,,"Dangriga, Belize",UTC−06:00
Degeh Bur Airport,,DGC,,"Degeh Bur, Ethiopia",UTC+03:00
Dalgaranga Airport[1],,DGD,YDGA,"Dalgaranga Gold Mine, Western Australia, Australia",UTC+08:00
Mudgee Airport,Oct-Apr,DGE,YMDG,"Mudgee, New South Wales, Australia",UTC+10:00
Douglas Lake Airport[1],Mar-Nov,DGF,,"Douglas Lake, British Columbia, Canada",UTC−08:00
Dugong Beach Lodge Airstrip[1],,DGK,,"Dugong Beach Lodge, Mozambique",UTC+02:00
Douglas Municipal Airport,,DGL,KDGL,"Douglas, Arizona, United States",UTC−07:00
Dandugama Seaplane Base[1],,DGM,,"Colombo, Sri Lanka",UTC+05:30
Naval Surface Warfare Center Dahlgren Division (FAA: NDY),Mar-Nov,DGN,KNDY,"Dahlgren, Virginia, United States",UTC−05:00
General Guadalupe Victoria International Airport,Apr-Oct,DGO,MMDO,"Durango, Durango, Mexico",UTC−06:00
Daugavpils International Airport,Mar-Oct,DGP,EVDA,"Daugavpils, Latvia",UTC+02:00
Dargaville Aerodrome,Sep-Apr,DGR,NZDA,"Dargaville, New Zealand",UTC+12:00
Sibulan Airport (Dumaguete Airport),,DGT,RPVD,"Dumaguete, Philippines",UTC+08:00
Dédougou Airport,,DGU,DFOD,"Dédougou, Burkina Faso",UTC±00:00
Converse County Airport,Mar-Nov,DGW,KDGW,"Douglas, Wyoming, United States",UTC−07:00
King Abdulaziz Air Base,,DHA,OEDR,"Dhahran, Saudi Arabia",UTC+03:00
Deer Harbor Sea Plane Base[1],Mar-Nov,DHB,,"Deer Harbor, Washington, United States",UTC−08:00
Durham Downs Airport,,DHD,YDRH,"Durham Downs, Queensland, Australia",UTC+10:00
Al Dhafra Air Base,,DHF,OMAM,"Abu Dhabi, United Arab Emirates",UTC+04:00
Dhangadhi Airport,,DHI,VNDH,"Dhangadhi, Nepal",UTC+05:45
Dhala Airport,,DHL,ODAL,"Dhala, Yemen",UTC+03:00
Gaggal Airport,,DHM,VIGG,"Kangra, Himachal Pradesh, India",UTC+05:30
Dothan Regional Airport,Mar-Nov,DHN,KDHN,"Dothan, Alabama, United States",UTC−06:00
De Kooy Airfield,Mar-Oct,DHR,EHKD,"Den Helder, Netherlands",UTC+01:00
